Grow Factor;Percentage Apparitions;Expected Iterations
1.000000;15;100





Iteration;Rows;Columns;Clocks;Ticks;Matrix A;Matrix B
8;5;205;1;-----i----+i-----i-----i-----i-+---i---+-i-----;---+-i-----i-----i-----i--+--i--+--i-----i-+---
8;5;724;6;---+-i+----i-----i--+--i++---i+----i-+---i+----;-----i----+i-----i+--+-i----+i-----i-+---i-----
8;5;191;1;-----i--+--i---+-i+----i-----i--+--i-----i+----;--+--i-+--+i-----i--+--i--+-+i-----i---+-i-+---
8;5;340;3;-----i-+---i+----i---+-i-++--i-----i-----i----+;-----i-----i----+i---+-i---+-i--+-+i-----i-----
8;5;41795;148;-+---i-----i-----i-++--i-----i+-+--i-+-+-i-++++;-----i-----i-----i-----i-----i-+---i-----i-+---
8;5;65;1;---+-i-----i---+-i-----i-----i--+--i--+--i-----;-+---i-+---i+----i-----i-+---i++---i-+---i-----
8;5;63;1;-----i---+-i-----i-+---i-----i-+---i-----i----+;+----i+----i---+-i-++-+i-----i---+-i--+--i-----
8;5;4324;54;++---i---+-i--+--i+-++-i--++-i----+i--++-i-----;----+i-----i+----i-----i-----i--+++i---+-i----+
8;5;101;2;-----i-----i----+i-----i-----i----+i---++i-----;-+-+-i---+-i-----i-----i+----i-+---i+----i-----
8;5;112;3;+----i-----i++---i-----i-----i-----i-----i-----;++-+-i-----i-----i-----i-----i-----i-+--+i---+-
8;5;119;3;--+--i-----i-----i-----i++--+i-----i-+-+-i-----;-----i-+---i-----i----+i--+--i+-+--i-----i--+--
8;5;124;3;-+---i-----i-----i-----i---+-i----+i----+i--+--;-----i--+--i--+--i++-+-i+----i-+---i-----i+-++-
8;5;286;6;--+--i---+-i+--+-i---+-i-----i-----i-++-+i----+;---+-i-----i-----i-++--i-----i--+--i-----i+----
8;5;134;3;-----i++---i--+--i+----i----+i-----i-+-+-i-----;-----i-----i----+i--+--i-+-+-i----+i-----i--+--
8;5;293;5;+-+--i-+---i-----i-+---i+----i-----i-+++-i-----;----+i-----i-----i-----i-+-++i-+---i---+-i-----
8;5;369;7;-+---i---+-i+++--i--+--i-----i-----i-----i-----;-----i-----i--++-i--+--i-----i-----i+--++i-----
8;5;245;6;----+i+----i+----i-----i--+--i-----i---++i-++--;---+-i-----i----+i+++--i-----i-----i-----i-----
8;5;7358;62;-----i++---i-+---i-++--i--+--i--+-+i-+--+i-----;---+-i-----i-+---i-----i---+-i-+---i-+---i----+
